Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
PS2APP_Astrocyte_Transgenic_7_months_GSE75431_down	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.5050986104812505	2.431699922212742	SLC27A1;BTG1;STXBP4;HSPA4L;SEL1L;NATD1;SLC2A1;MSMO1;SLC7A11;CHD2;CARF;TOB1;ARNTL;FBXL20;ADGRG1;DBP;KIF3B;SCRN1;CLMN;AOX1;SASH1;PCMTD1;CPT1A;DUSP1;AGL;TSC22D3;EMP2;ABHD18;SLC8B1;VEGFA;RINT1;NPC1;NME7;ZFP354C;SPRY2;SSBP2;KCTD18;FGFR3;TRIB2
Yersinia_pseudotuberculosis_Macrophage_4hr_GSE67427_down	40/497	0.004726795074921606894247094743377601844258606433868408203125	0.01404009222025801549571522031101267202757298946380615234375	0.0003881341379171444959210457437137620217981748282909393310546875	0.00115025629482962414747160284633764604222960770130157470703125	-0.4499175854744702	2.409087256840058	CSF1R;ALAS1;PLEKHB2;SRXN1;SLC3A2;SLC7A11;CLN8;LIPA;HK1;ABR;LDHA;RASSF2;CSRP1;MAT2A;ZMIZ1;PGK1;HMOX1;CYP1B1;SARAF;CD14;SLC16A3;ST3GAL1;ARRDC4;SLC36A1;MBD4;TPI1;TXNRD1;LIMK1;PDE4DIP;SLC39A13;KCNAB2;GCLC;PFKL;TMEM119;CALR;SEC22B;ALDOA;ATP6V0D1;SGK1;SQSTM1
SMCX_Embryonic_cortex_Knockout_GSE61024_down	41/495	0.0025786708273214976883114246675177128054201602935791015625	0.00830408600580512072653061039773092488758265972137451171875	0.00019045333691720009948976366498385459635755978524684906005859375	0.000610295052535165844127817980080408233334310352802276611328125	-0.399527135957686	2.381373981171438	NDRG4;SEC23A;PLEKHB2;ATP8A1;TFRC;STXBP1;MSMO1;CLCN3;NCALD;HSP90B1;RGS2;LDHA;MMP24;KIF5C;PGK1;TRP53INP2;MAP9;PCMTD1;UBE2H;TSPYL1;NDFIP1;HSPA5;H2AFZ;IDH1;PGAM1;MTURN;FOSL2;EID1;NR4A3;TRIM35;ULK2;SERINC1;CD47;CALR;GPD1L;LCORL;SSBP2;FAM8A1;TSPYL4;GAS7;ATF4
JAK3i_(CP-690550)_iPSC-WA_2uM-24hrs_GSE57896_down	41/496	0.002673555426457674931428609710337696014903485774993896484375	0.00852523433779763493978176569498828030191361904144287109375	0.00019805332524206346119129140692649571064976043999195098876953125	0.000628457014975425756232729757044808138743974268436431884765625	-0.4011196730724936	2.37637175956654	CDKN1A;TRAM1;CALCOCO1;BTG1;ABHD4;MGST1;PLOD2;GLRX;AK4;LDHA;PGRMC1;TUBB3;ZMIZ1;FTH1;UBC;PGK1;AOX1;STOM;CYP1B1;CAST;BNIP3L;UBE2H;MCAM;STAT2;HEG1;STAT3;SORBS1;OSMR;ASS1;FOSL2;POR;RRM2B;TMBIM1;PLIN3;TXNIP;CD248;NUPR1;CALR;LPIN1;ALDOA;NFE2L2
Ptbp2_Neuronal_progenitor_cell_(mNPC)_knockodown_GSE70985_up	41/495	0.0025786708273214976883114246675177128054201602935791015625	0.00830408600580512072653061039773092488758265972137451171875	0.00019045333691720009948976366498385459635755978524684906005859375	0.000610295052535165844127817980080408233334310352802276611328125	-0.39735303959406937	2.368415320677787	CDKN1A;ABHD4;TFRC;SEL1L;PIK3R3;PLAT;GHITM;ADD3;HSP90B1;PGRMC1;ADGRG1;SCRN1;TMEM43;SESN3;KIF5C;TUBB3;FTH1;SESN2;UBC;GPRASP1;TRP53INP1;PDIA3;UBE2H;HSPA5;H2AFZ;SURF4;PDIA6;PDIA4;VCAN;TUBB2A;NBR1;TXNIP;HYOU1;SERINC1;CALR;SERINC3;ALDOA;SQSTM1;TRIB2;MXD4;PCYOX1
Dicer1_Non-small_cell_lung_cancer_cells_Knockout_GSE57043_down	40/496	0.004569422421871462310083433777663231012411415576934814453125	0.013761154099200860467799856223791721276938915252685546875	0.0003739754181795966058061975179072078390163369476795196533203125	0.001123653623675877934184885731383474194444715976715087890625	-0.42874618579118895	2.3102424277669056	NRN1;PLOD2;SLC3A2;VLDLR;SLC7A11;SGMS2;AREG;NDRG1;LDHA;S100A16;FAM162A;MXI1;PGK1;PDK1;IER3;EGLN1;SMIM14;SLC30A9;TPI1;NDFIP1;PHF10;BNIP3;PGAM1;KRT8;EMP2;PTPN13;VEGFA;ALDH3A1;PFKL;P4HA1;MTHFD2;ZADH2;G6PDX;TRIB3;FAR1;ARHGEF2;ALDH18A1;ALDOA;FGFR1;ATF4
BMAL1_Renal_tubular_cells_Knockout_ZT16_GSE76838_up	39/498	0.00811283998363190005098655177562250173650681972503662109375	0.021943461161549070170817543612429290078580379486083984375	0.00074115365730211446755604232095038241823203861713409423828125	0.00200049980943993975512906757785458466969430446624755859375	-0.47932396723047543	2.307612869333594	CLIC4;PLEKHB2;PLOD2;CROT;NDRG1;HSP90B1;LDHA;ADGRG1;MAT2A;FTH1;MYO6;UBC;ESD;ATP6V0A4;NDUFV3;RAB11FIP3;PDIA3;GABARAPL1;TPI1;HSPA5;VDR;ENTPD5;PGAM1;ARRDC3;AMT;PDE4DIP;PDIA6;GPR137B;DNAJC3;ALDH6A1;GCLC;GNPDA1;CTH;TMEM106B;RNF181;FAR1;HYOU1;CALR;SERINC3
Vitamin_E_K-RAS-induced_lung_tumor_GSE52594_up	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.5314997690196349	2.303194292596936	CDKN1A;TRAM1;BTG1;FOXO3;LIPA;PTGS1;HSP90B1;LGALS3;LDHA;SERP1;FTH1;UBC;ST3GAL1;TRP53INP2;PDIA3;IL33;XBP1;HSPA5;H2AFZ;STAT3;SURF4;KRT8;RNASE4;PDIA6;PDIA4;MANF;SPCS2;GCLC;SLPI;P4HA1;NOV;OSTC;HYOU1;NUPR1;CALR;ALDOA;NFE2L2;ATF4
Cnot3_ESCs_Knockout_GSE84953_down	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.47483892364778607	2.3010333395306044	TFRC;SLC2A1;SLC3A2;MSMO1;CLCN3;HSP90B1;LDHA;PGRMC1;PGK1;SLC16A3;PDK1;PDIA3;TPD52;PCYT1B;TPI1;HSPA5;PEG3;H2AFZ;BNIP3;AGTRAP;KLF4;PDIA6;PDIA4;MANF;SPCS2;PFKL;TBL2;P4HA1;KAT6B;OSTC;TMEM57;MKRN1;NBR1;TXNIP;HYOU1;ALDOA;PFKP;BCAT2;ATF4
Zmiz1_T_lymphocyte_read_article_GSE66147_down	40/496	0.004569422421871462310083433777663231012411415576934814453125	0.013761154099200860467799856223791721276938915252685546875	0.0003739754181795966058061975179072078390163369476795196533203125	0.001123653623675877934184885731383474194444715976715087890625	-0.42630458580811925	2.2970861874096564	TRAM1;CLIC4;CALCOCO1;SLC26A2;BTG1;CERK;SATB1;DGKA;DERL1;PLOD2;GHITM;ETS2;ARNTL;ADGRG1;RMND5A;UBC;HIVEP2;TRP53INP1;SRPK2;KDM4A;UBE2H;PCYT1A;PLEKHA2;ENTPD5;KREMEN1;KLHL24;SMARCA2;TTC38;POU6F1;EID1;PIK3IP1;CCNG2;MADD;DDIT4;GNB4;PDCD4;TXNIP;HBP1;GPD1L;SSBP2
Itch_Skin_Knockout_GSE65686_up	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.5292871767481914	2.29360627358268	PPP1R15A;CSF1R;TNXB;SLC2A1;GLRX;HSP90B1;LGALS3;LDHA;CSRP1;S100A16;FAM162A;FTH1;UBC;PGK1;STOM;HMOX1;CD14;IER3;PDIA3;TPI1;HSPA5;H2AFZ;DUSP1;TSC22D3;PGAM1;SURF4;MT2;RNASE4;MT1;PDIA6;TUBB2A;SLPI;GSTA4;TXNIP;CD47;CALR;SERINC3;ATF4
Desipramine_Brain_-_Nucleus_accumbens_(Rgs9_KO)_naive_x_treated__15mg-kg_2x_daily_GSE71527_up	41/495	0.0025786708273214976883114246675177128054201602935791015625	0.00830408600580512072653061039773092488758265972137451171875	0.00019045333691720009948976366498385459635755978524684906005859375	0.000610295052535165844127817980080408233334310352802276611328125	-0.37840561474682044	2.255479551162951	CLIC4;BEX2;RAB3A;TFRC;STXBP1;6430548M08RIK;NDRG1;NCALD;HK1;HSP90B1;ABR;PGRMC1;CSRP1;KIF5C;TUBB3;FTH1;UBC;EPB41L3;PGK1;CHP1;SARAF;SEC62;GPRASP1;PDIA3;GABARAPL1;NDFIP1;PEG3;PGAM1;ALG2;MT2;MT1;SMARCA2;MTURN;AHI1;PREPL;IMPACT;TUBB2A;SERINC1;FGFR3;SQSTM1;TSPYL4
Ezh1_Mammary_gland_knockout_GSE70440_down	37/499	0.0212590002649423216729562824411914334632456302642822265625	0.049301175302477649731169861979651614092290401458740234375	0.0024188123980277815260053753121383124380372464656829833984375	0.005599421583334775708029606988702653325162827968597412109375	-0.5572395014713803	2.1459153509524627	CLIC4;SLC27A1;ALAS1;TNXB;PDE3B;PHF8;LIPE;CDH5;TMEM43;ZMIZ1;FTH1;MMP28;CHP1;ACAD11;TRP53INP2;PDK2;HSDL2;HSPA5;PEG3;MCAM;BNIP3;TSC22D3;HEG1;PDE4DIP;SORBS1;PER1;SNRK;EHD3;G6PDX;TMCC3;SERINC1;CALR;LPIN1;SEC24D;ALDOA;SQSTM1;GAS7
Ezh2_Mammary_gland_knockout_GSE70440_down	37/499	0.0212590002649423216729562824411914334632456302642822265625	0.049301175302477649731169861979651614092290401458740234375	0.0024188123980277815260053753121383124380372464656829833984375	0.005599421583334775708029606988702653325162827968597412109375	-0.5182055773678071	1.995596687755408	CSF1R;CLIC4;SLC27A1;ALAS1;TNXB;PDE3B;LIPE;LDHA;MAP1LC3B;TMEM43;UBC;CHP1;ACAD11;TRP53INP2;MCAM;BNIP3;HEG1;PGAM1;PDE4DIP;SORBS1;VEGFA;METTL7A1;ALDH6A1;POR;SNRK;G6PDX;PMP22;RAB18;TXNIP;TMCC3;TACC1;CD248;LPIN1;SERINC3;ALDOA;SQSTM1;GAS7
Rcor1_Fetal_Liver_Knockout_GSE50708_up	40/495	0.0044165299224866554073098967592159169726073741912841796875	0.01345645299567948226238112141572855762206017971038818359375	0.0003602797404693861894366124776212245706119574606418609619140625	0.00109514939801558740771481037512558032176457345485687255859375	-0.36597241388803003	1.9844491744911188	TBCEL;CCDC186;ITGB3;SLC2A1;GHITM;HIGD1A;ADD3;HSP90B1;ERO1L;LDHA;FAM162A;FTH1;ESD;PGK1;HMOX1;SLC16A3;PDK1;SEC11C;BNIP3L;TPI1;BNIP3;PGAM1;STAT3;NEK7;GFPT1;MT2;BPGM;MT1;ESCO2;UGDH;ZADH2;CRY2;RNF181;HECA;CD47;SERINC3;GCLM;ALDOA;PFKP;PRR13
NAF1_MCF-7_knockdown_GSE66158_up	40/496	0.004569422421871462310083433777663231012411415576934814453125	0.013761154099200860467799856223791721276938915252685546875	0.0003739754181795966058061975179072078390163369476795196533203125	0.001123653623675877934184885731383474194444715976715087890625	-0.3597574694822531	1.9385058042446126	CDKN1A;RAB3D;USO1;UAP1;SLC3A2;SLC7A11;AREG;NDRG1;HSP90B1;GOLGA2;LDHA;FTH1;CREB3L2;HLTF;PGK1;CYP1B1;PDIA3;ABCC3;NQO1;HSPA5;GDF15;NEBL;BNIP3;GPT2;TXNRD1;SURF4;GFPT1;OSGIN1;ASS1;PDIA4;DDIT4;TXNIP;HYOU1;ARHGEF2;NUPR1;CALR;SEC24D;ALDOA;NUCB2;PFKP
NNK_Lung_100_mg-kg_GSE64027_down	41/493	0.00239760097794640587853809421403639134950935840606689453125	0.007798197180770685514594742215876976842992007732391357421875	0.00017603631351804636972525897053998278352082706987857818603515625	0.000569709561907906329725204130909332889132201671600341796875	-0.31853385518248706	1.9218060509733106	SPON2;CLIC5;ARF2;RTKN2;MGST1;PLOD2;MFF;HSP90B1;PGRMC1;MAT2A;S100A16;PDE4B;MAL2;STOM;IGFBP6;SEC62;BNIP3L;IL33;CDK19;HSPA5;PLEKHA1;NEBL;H2AFZ;CDC42BPG;MCAM;TSC22D3;ARRDC3;SERPINB9;EMP2;PDIA6;VEGFA;DNAJC3;PER1;TUBB2A;P4HA1;KITL;TMEM119;PMP22;FAR1;SERINC1;CHMP5
Shh_Forelimb_Null_GSE58645_up	37/499	0.0212590002649423216729562824411914334632456302642822265625	0.049301175302477649731169861979651614092290401458740234375	0.0024188123980277815260053753121383124380372464656829833984375	0.005599421583334775708029606988702653325162827968597412109375	-0.4910272322400994	1.8909335619916514	KDM3A;CDKN1B;NARF;IFT172;PIK3R3;CHD2;PGRMC1;RMND5A;SESN3;FTH1;UBC;EPB41L3;GPRASP1;TRP53INP1;PDIA3;KDM4A;BNIP3L;UBE2H;TSPYL1;PRRX1;PEG3;LHFP;PRRX2;ARRDC3;KLHL24;PTPN13;EID1;KAT6B;OSTC;CCNG2;PDCD4;PLIN3;TXNIP;HBP1;CALR;IFT46;MXD4
DAPT_Cochlea_10_uM_Post_natal_day_0_GSE83340_up	57/893	0.06998906186873854462504596085636876523494720458984375	0.136515396538573974272168243260239250957965850830078125	0.00486749760417502785880827786968438886106014251708984375	0.01064304938324657501258485581274726428091526031494140625	-0.6878934935279315	1.829395174965688	CDKN1A;ATP8A1;MAGT1;CHD2;CSRP1;SESN3;ZMIZ1;CREB3L2;CAPN5;PDE4B;CYP1B1;SLC12A6;GPRASP1;APPL2;PDIA3;BNIP3L;CPT1A;TPI1;PEG3;HEG1;FNDC3A;EML1;PDIA4;EID1;TOM1L2;NOV;ELMO1;TMEM106B;ALDOA;GAS7;SHC4;KMT2E;KDM3A;SEMA3B;SLC41A1;ADD3;HSP90B1;RAB11FIP1;MAT2A;ERBB3;PGK1;RFFL;ATP6V0A1;CDK19;HSPA5;PLEKHA1;KLHL24;CORO2A;FBXO32;GOLGB1;SERINC1;CALR;SERINC3;FGFR3;PFKP;FGFR1;MDM1
Id3_Spleen_B_cells_Knockout_GSE72831_down	55/847	0.057995742021527234288935659378694253973662853240966796875	0.11919819963666182516259794965662877075374126434326171875	0.00406414404033759828205329966976933064870536327362060546875	0.00902295460150036830737629856002968153916299343109130859375	-0.6322922834003126	1.8003799962070999	TRAM1;BTG1;ATP8A1;CERK;CHD2;RASSF2;SERP1;SESN3;FTH1;PXDC1;SLC12A6;TRP53INP1;PDIA3;SMIM14;RUBCN;MAP2K1;IFT140;ZBTB38;TSC22D3;HEG1;ARRDC3;PDIA6;SLC25A19;TXNIP;PRKD2;ALDOA;KMT2E;RAB5B;PXK;SATB1;DENND3;MTMR4;HSP90B1;GGA2;HELZ2;POLD4;LDHA;RMND5A;UBC;IP6K1;ATP6V0A1;HSPA5;TXNRD1;STAT2;SYVN1;CFLAR;KLHL24;TRIM35;PDCD4;CDK2AP2;CREBRF;TACC1;HYOU1;CALR;MXD4
GFP_Retina_Expression_GSE56473_up	37/499	0.0212590002649423216729562824411914334632456302642822265625	0.049301175302477649731169861979651614092290401458740234375	0.0024188123980277815260053753121383124380372464656829833984375	0.005599421583334775708029606988702653325162827968597412109375	-0.4669589548342007	1.7982472290595395	KMT2E;RAB3A;SEL1L;UBR2;VLDLR;PCMTD2;RDH12;ZMIZ1;FTH1;STOM;SEC62;GATSL2;IP6K1;FNIP1;ATP6V0A1;PDIA3;TPD52;UBE2H;GABARAPL1;XBP1;HSPA5;ZBTB38;GFPT1;DUSP8;SMARCA2;MANF;PER1;SNRK;KLF9;SIK3;CDK2AP2;CALR;UBAP1L;TRIB2;TSPYL4;MXD4;CNGB1
Mycobacterium_smegmatis_Macrophage_4hr_GSE67427_down	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.3520427249764213	1.7059722924290344	CSF1R;SRXN1;LIPA;PTGS1;HERPUD1;HSP90B1;ABR;LDHA;RASSF2;SERP1;CSRP1;MAT2A;ZMIZ1;ANPEP;EPB41L3;PGK1;CYP1B1;SARAF;CD14;SLC16A3;ST3GAL1;PDIA3;SLC36A1;MBD4;HSPA5;H2AFZ;PGAM1;KCNAB2;PDIA6;PDIA4;GCLC;TMEM119;TXNIP;HYOU1;CALR;SEC22B;RAB7B;NFE2L2;GAS7
Dnmt1_Cortex_knockout_GSE58261_up	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.3895383981604353	1.688020706096155	NDRG4;RAB3A;TFRC;STXBP1;SLC2A1;NEDD4L;NCALD;ARHGAP44;ABR;EEF2K;KIF5C;TUBB3;FTH1;PTK2B;HIVEP2;IP6K1;ATP6V0A1;GPT2;TSC22D3;CIRBP;KCNAB2;GPCPD1;POU6F1;EID1;AHI1;TOM1L2;PINK1;TUBB2A;NOV;KIFC2;CRY2;KLF9;TXNIP;SERINC1;SERINC3;ALDOA;SQSTM1;GAS7
Myotonic_Dystrophy_Left_Ventricles_GSE67812_up	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.3421531654336051	1.6580482384225168	CDKN1A;CALCOCO1;BTG1;AK1;SLC41A1;NDRG1;ETS2;HK1;DNAJB2;IL1RL1;LGALS3;LDHA;MAT2A;MCRIP1;FTH1;UBC;PGK1;STOM;CYP1B1;ST3GAL1;PDK2;GABARAPL1;TPI1;STAT3;CIRBP;CFLAR;PARVB;ASS1;PNRC1;FOSL2;PINK1;CSDC2;SLCO2A1;TXNIP;PTX3;CALR;ALDOA;SQSTM1;PFKP
Imatinib_CML15-CML17_5uM_GSE60065_up	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.3344579171530619	1.6207576500405296	CSF1R;ALAS1;PLEKHB2;TFRC;ITGB3;SEL1L;CPOX;SLC7A11;GATA2;ADD3;LIPA;PTGS1;HK1;GGA2;ABR;RASSF2;ANPEP;FTH1;EPB41L3;CYP1B1;SEC62;LGALS8;SLC16A3;ATP6V0A1;IDH1;EDEM1;STAT2;APOBR;RAB27B;CFLAR;KCNAB2;GPCPD1;VCAN;TMBIM1;PMP22;SERINC1;ATP6V0D1;SQSTM1;GAS7
Nova1_Brain_-_Cortex_Knockout_GSE69711_up	39/495	0.007375030126303814929922264553852073731832206249237060546875	0.020813262894406207859088198119934531860053539276123046875	0.000666580390007604178630173930031332929502241313457489013671875	0.00187710192077898923961043475827636939357034862041473388671875	-0.3282871126216206	1.611776559726285	KDM3A;CDKN1B;NARF;ATP8A1;SATB1;SLC2A1;PIK3R3;NEDD4L;SLC7A11;MAGT1;CHD2;NDRG1;HSP90B1;LDHA;RASSF2;ZMYM6;UBC;PGK1;PLXNA4;PDK1;TPI1;ZFP950;HSPA5;PLEKHA1;PGAM1;ARRDC3;PDE4DIP;SMARCA2;PDIA4;VEGFA;PFKL;VCAN;TUBB2A;P4HA1;KITL;CCNG2;CALR;ALDOA;PFKP
TNFR2_Colon_(distal_colon)_knockout_GSE65408_down	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.3292557981201624	1.5955485765320836	CSF1R;SPON2;CLIC4;ABCD3;ALAS1;TNXB;TMEM41B;AK1;LGALS3;RAB11FIP1;CSRP1;MAT2A;TMEM43;S100A16;PGK1;SARAF;CAST;TPI1;HSPA5;MCAM;AGL;KRT8;PDE4DIP;MT2;RNASE4;MT1;KLF4;NR4A1;PINK1;POR;GPRC5A;TUBB2A;KRT18;SLPI;PMP22;CD248;CALR;MXD1;ALDOA
Psoriasis_Skin_Biopsy_(lesion)_GSE47944_down	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.36372947066907463	1.5761806302184287	EPHB6;RAB5B;TNXB;MGST1;MSMO1;PTGS1;DNAJB2;LGALS3;EEF2K;CSRP1;TMEM43;ERBB3;UBC;CAST;NEBL;DUSP1;TSC22D3;CIRBP;HSPA2;FOS;SORBS1;KLF4;PTPN13;SMARCA2;MTURN;ALDH3A2;TOM1L2;PER1;ZDHHC9;TMBIM1;CRY2;PMP22;PDCD4;TXNIP;SERINC1;FGFR3;SQSTM1;GAS7
Bmal1_Liver_Knockout_ZT12_GSE70497_up	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.36312233515310244	1.5735496769485913	TBCEL;NRN1;INSIG2;MGST1;MSMO1;CROT;LIPA;HSP90B1;LDHA;FTH1;AOX3;UBC;STOM;PXDC1;ST3GAL1;PDIA3;GABARAPL1;HSPA5;MOCOS;OSGIN1;AMT;KRT8;RNASE4;SUOX;PDIA6;PNRC1;PDIA4;MANF;GSTZ1;SPCS2;GCLC;TUBB2A;AMACR;KRT18;CTH;PXMP4;CALR;SQSTM1
EPAS1_HUVEC_knockdown_GSE62974_down	40/496	0.004569422421871462310083433777663231012411415576934814453125	0.013761154099200860467799856223791721276938915252685546875	0.0003739754181795966058061975179072078390163369476795196533203125	0.001123653623675877934184885731383474194444715976715087890625	-0.2907086450684439	1.5664452961054225	TRAM1;CLIC4;CLDND1;TFRC;ITGB3;SLC7A11;GHITM;ADD3;HSP90B1;IL1RL1;LDHA;SERP1;RMND5A;DNAJB4;FTH1;PDE4B;PGK1;STOM;SARAF;CD55;PDIA3;NQO1;TPI1;ATP8B2;HSPA5;MCAM;EDEM1;HEG1;SERPINB9;CFLAR;PARP14;EML1;SNRK;RRM2B;RAB13;RHOJ;TXNIP;TACC1;SERINC1;PCYOX1
YAP_Oocyte_Knockout_GSE74344_down	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.36008055326581073	1.5603684582717563	EPHB6;ABHD4;RAB3D;PIK3R4;GYS1;ALKBH5;UBC;CNPPD1;PDIA3;TPD52;KDM4A;RUBCN;MON2;PCYT1A;FBXO18;HSPA5;ARRDC1;TXNRD1;STAT3;SURF4;TRAFD1;BPGM;SMARCA2;TLE6;DISP1;DNAJC3;TUBB2A;SLC25A19;HEATR5B;KAT6B;RCAN3;GNB4;CDK2AP2;CALR;CRELD2;CPEB3;SEC22A;TSPYL4
Li-Fraumeni_Syndrome_Mesenchymal_Stem_Cells_GSE58123_up	41/494	0.002486710686510102720492287886600024648942053318023681640625	0.00806785686570983366638909473067542421631515026092529296875	0.00018311702200936828821564716918146586976945400238037109375	0.00059115445566796059710668043152281825314275920391082763671875	-0.25932791235272096	1.5551361858488015	SPON2;CLIC4;SLC2A1;UAP1;PLAT;PLOD2;SLC1A4;SLC3A2;SLC7A11;PVR;HERPUD1;STK10;MAP1LC3B;CSRP1;DNAJB4;UBC;CHAC1;IER3;UBE2H;HSPA5;GADD45A;MCAM;HEG1;KRT8;CFLAR;GTPBP2;VEGFA;RCAN1;VCAN;TUBB2A;KRT18;MTHFD2;TRIB3;TACC1;HYOU1;SERINC1;ARHGEF2;CALR;ALDOA;PFKP;ATF4
SYKi_(R406)_iPSC-WA_1uM-7d_GSE57896_up	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.320725118310545	1.5542095504472075	CDKN1A;PDE3B;SLC2A1;MGST1;PIK3R3;MSMO1;TMEM53;SLC2A4;GHITM;FAM214A;VSIG10;LIPE;RGS2;PGRMC1;RASSF2;CPT2;CLMN;CAPN5;CD14;HIBCH;PDK2;PDK1;HSDL2;PEX19;IDH1;GPT2;TSC22D3;SORBS1;SUOX;ALDH3A2;ALDH6A1;SLC6A8;MADD;ACER3;TMEM119;ACOT2;LPIN1;ALDOA;GPR146
Vemurafenib_A375_48hr-0.1uM_GSE64741_up	39/497	0.00786035107952666976804945164758464670740067958831787109375	0.0216659253272546530044717627561112749390304088592529296875	0.000715515368206261063478701434092954514198936522006988525390625	0.00196804544193730605872172390036212163977324962615966796875	-0.31644517243699527	1.533469257990203	SPON2;TRAM1;CLIC4;CALCOCO1;SLC1A4;CLCN3;SIPA1L2;ADD3;ADGRG1;CSRP1;SESN3;ERBB3;FTH1;MXI1;VPS39;SASH1;UBE2H;ATP8B2;MCAM;STAT3;NFATC2;PDE4DIP;MFSD12;EID1;SLC6A8;GNPDA1;NOV;RAB13;NBR1;KLF9;PMP22;TXNIP;SERINC1;CALR;SERINC3;SQSTM1;RHOQ;MXD4;GAS7
SGC0946_&_I-BET_MV4-11_(Nascent_RNA)_GSE81147_up	38/498	0.01312302190533833935737195730553139583207666873931884765625	0.032694695598377822298719053151216940023005008697509765625	0.00133331717294825628956911334199730845284648239612579345703125	0.0033103924465757278948474517932254457264207303524017333984375	-0.3530518254420385	1.529910259131257	KDM3A;ANKRD13D;BTG1;SATB1;CCNDBP1;TOB1;FAM214A;CDKN2AIP;RAB11FIP1;SESN3;CHMP1B;UBC;SARAF;VPS39;ARRDC4;BNIP3L;TSPYL1;PARP4;STAT2;ARRDC3;CIRBP;P3H1;ESCO2;KLHL24;PNRC1;PDP1;EID1;TEP1;CCNG2;GOLGB1;MADD;SERINC1;HBP1;ARHGEF2;CALR;MXD1;PCYOX1;FGFR1
PU.1_K562_knockdown_GSE74999_down	40/496	0.004569422421871462310083433777663231012411415576934814453125	0.013761154099200860467799856223791721276938915252685546875	0.0003739754181795966058061975179072078390163369476795196533203125	0.001123653623675877934184885731383474194444715976715087890625	-0.28354578067226116	1.5278491434612527	EPHB6;KDM3A;PFKFB4;NARF;TFRC;CPOX;MSMO1;GHITM;TMEM263;HK1;LDHA;SERP1;PGK1;PTK2B;SEC11A;ATP6V0A1;EGLN1;TPI1;H2AFZ;GADD45A;MCAM;PGAM1;KRT8;MTHFR;SERPINB9;GTPBP2;VEGFA;PFKL;SLC6A8;HOXB9;KRT18;P4HA1;DDIT4;ARHGEF2;LPIN1;SEC22B;SEC24D;ALDOA;PLCD1;PRR13
