GENE	EVC-A-1	EVC-B-2	RA72Q-A-3	RA72Q-C-2	WT-1-1	WT-2-2
C2CD4A	0	0.00840414	0.00870175	0	0.00864129	0
C2CD4B	0	0	0	0	0.0408147	0
C2CD4C	0.26291	0.401096	0.30906	0.280747	0.37405	0.353884
C2CD4D	0	0	0	0	0	0
C2CD5	23.1648	23.033	23.7077	23.4139	23.8895	23.4312
C2orf15	3.1635	3.61844	4.37881	3.40335	4.27862	3.73342
C2orf16	0.621172	0.585959	0.536162	0.631713	0.695904	0.670687
C2orf27A	3.7802	4.02355	4.61041	4.87185	4.38532	5.41832
C2orf27B	0.0253552	0.0485775	0.0502977	0.0504164	0.0499482	0
C2orf40	0	0	0.0487487	0	0.19364	0.0482758
C2orf42	3.77454	3.5336	4.02338	4.3984	4.18857	4.514
C2orf43	5.03895	4.74484	5.08301	5.0204	4.66753	5.37068
C2orf44	11.5961	11.6117	10.8799	10.4275	10.2177	10.6868
C2orf47	6.80733	6.18766	5.34977	5.92458	5.89099	5.19106
C2orf48	0.86732	0.778912	0.591429	0.808398	0.213571	0.958405
C2orf49	17.9712	16.8168	16.8347	17.9497	15.9802	17.5703
C2orf50	0.0333546	0	0	0.0994835	0	0
C2orf53	0	0	0.0151685	0	0	0
C2orf54	0	0	0	0.0243576	0	0
C2orf57	0.0935015	0.0447843	0.0463702	0.0697195	0.161168	0.0688806
C2orf61	0.0827161	0.0396399	0.0874376	0.123283	0.0578885	0.0406234
C2orf62	0	0.0243321	0	0	0.0250187	0
C2orf66	0.13855	0.252173	0.261103	0.137747	0.163762	0.25857
C2orf68	11.9944	11.8319	11.2439	12.3912	12.1382	11.63
C2orf69	8.06068	7.92259	8.73135	8.14229	8.04284	8.59117
C2orf70	0	0.0554129	0	0.0575107	0.113953	0
C2orf71	0.0290934	0.0119442	0.0123671	0.0123963	0	0.0367415
C2orf72	0.176923	0.225975	0.350966	0.309914	0.265545	0.355836
C2orf73	0	0	0.0164225	0	0.0326168	0.0162632
C2orf74	10.741	8.96158	9.36484	10.0759	11.4754	11.316
C2orf76	6.20865	6.42184	7.21595	6.81643	7.39092	6.54734
C2orf78	0.0500405	0.0479357	0.138973	0.0298502	0.16758	0.0884731
C2orf80	0	0	0	0	0	0
C2orf81	1.31973	1.56011	1.55965	2.20541	1.77007	1.75138
C2orf82	0.543484	0.728874	0.215624	0.9726	0.535316	0.640598
C2orf83	0	0.0152283	0	0.015805	0.0783023	0.0156146
C2orf88	0.0529559	0.108316	0.0525248	0.0668065	0.0670651	0.0594472
C2orf91	0.0323392	0.0387237	0.024057	0.0401896	0.0238899	0.0317648
C3	0.162589	0.166875	0.236139	0.178966	0.171584	0.176812
C3AR1	0	0	0.0483112	0.0484252	0.111943	0
C3P1	0	0	0	0	0	0
C3orf14	0	0.193338	0.200184	0.100328	0.149095	0.0991211
C3orf17	10.8768	10.3087	10.1185	9.69454	9.76155	9.77297
C3orf18	6.48809	6.68192	6.90986	7.01738	6.8372	6.5125
C3orf20	0.119386	0.0610323	0.0430195	0.14015	0.117301	0.0537493
C3orf22	0.0764871	0.109905	0.0379323	0.114065	0.0376687	0.225386
C3orf27	0	0.0218501	0.011312	0	0.0337001	0.0112022
C3orf30	0	0	0	0	0	0
C3orf33	5.59689	5.86608	5.40438	5.6299	5.41548	5.9017
C3orf35	0.05439	0.040641	0.107939	0.159089	0.0208933	0.104183
C3orf36	0.0777225	0.0744533	0.0385449	0	0.0765543	0.076342
C3orf37	27.2191	26.6711	28.7502	29.753	30.8248	29.358
C3orf38	22.8885	22.4647	21.8769	20.0876	20.4897	21.4805
C3orf43	0.30092	0.118696	0.245799	0.105591	0.313832	0.260802
C3orf45	0.161766	0.177099	0.114607	0.275706	0.182097	0.068097
C3orf49	0.104784	0.0752824	0.0519656	0.104176	0.0516045	0.0257307
C3orf52	8.09251	8.21917	7.0838	7.11415	7.24569	6.87251
C3orf55	0.0836897	0.106802	0.0830085	0	0.0721465	0.123305
C3orf58	17.8145	17.6087	16.5164	15.7387	15.5838	16.8785
C3orf62	2.93074	2.92009	3.0818	2.74677	2.69645	2.7797
C3orf65	0	0	0	0	0	0
C3orf67	3.41616	3.38852	3.24417	3.58906	3.61539	3.56967
C3orf70	0.703793	0.57856	0.638655	0.719562	0.722713	0.701098
C3orf72	0.0293823	0.00703661	0.0291431	0.014606	0.0144703	0.0216453
C3orf79	0	0	0	0	0	0
C3orf80	0.167668	0.195034	0.285092	0.41674	0.330296	0.329381
C4A	0.0670425	0.0642196	0.0554001	0.0888961	0.0495062	0.0988142
C4B	3.63388e-05	3.57595e-05	3.60777e-05	3.61281e-05	3.5827e-05	3.55351e-05
C4BPA	0.0836601	0.0267137	0.0553194	0.0415875	0.0274676	0.0547828
C4BPB	0.337389	0.438439	0.301806	0.22737	0.187681	0.149675
C4B_2	3.55802e-05	3.59643e-05	3.65263e-05	3.61281e-05	3.61445e-05	3.57277e-05
C4orf17	0	0	0	0	0	0
C4orf19	0.124191	0.0873151	0.172595	0.0988594	0.138751	0.187255
C4orf21	4.45084	5.04717	5.3381	4.85759	4.88961	4.90597
C4orf22	0	0	0	0	0	0
C4orf26	0.186281	0.212367	0.255963	0.286209	0.300277	0.133034
C4orf27	28.3653	29.163	27.2987	25.0178	23.5406	25.5167
C4orf29	9.13266	9.53136	9.41383	8.65209	8.55763	8.80147
C4orf3	28.0872	29.314	28.6933	28.9005	27.7395	31.4569
C4orf32	5.34372	5.65893	6.74269	5.99644	6.00739	6.33401
C4orf33	10.2586	10.6691	13.0008	12.2476	12.3044	12.2902
C4orf36	0.201801	0.463951	0.24019	0.441388	0.357782	0.198217
C4orf40	0.00619104	0.0177919	0.018422	0.00615515	0.00609799	0.0121622
C4orf45	0	0	0	0	0	0
C4orf46	18.1426	17.4615	19.7868	18.9312	19.3204	19.9312
C4orf47	0	0.0707028	0.10981	0.0366897	0.0726979	0.108745
C4orf48	147.174	134.686	111.665	150.044	141.42	140.18
C4orf51	0	0	0	0	0	0
C4orf52	43.3622	45.8064	46.9761	44.4013	45.233	44.1772
C4orf6	0.340266	0.244465	0.0843741	0.25372	0.125682	0.125333
C5	1.52992	1.55878	1.76948	1.92953	1.77317	1.81073
C5AR1	1.42354	1.47836	1.41195	1.56078	1.70354	1.34599
C5AR2	0.34512	0.212528	0.366762	0.355613	0.310962	0.35134
C5orf15	65.7998	66.4545	70.5592	70.3856	72.1319	70.2243
C5orf20	0	0	0	0	0	0
C5orf22	31.1123	30.1553	34.1196	30.3844	31.6472	30.7482
C5orf24	48.7749	47.9251	50.7837	47.7013	47.9515	48.899
C5orf27	0.464957	0.381771	0.477643	0.610845	0.588817	0.473009
C5orf28	8.16164	8.7983	9.58411	9.10926	9.00277	9.32731
C5orf30	14.6725	14.7736	12.1409	12.1494	13.3241	13.2175
C5orf34	11.8414	11.7059	13.6703	13.1806	12.5172	12.8302
C5orf38	0.869783	1.11093	0.985947	0.86474	1.30546	1.50526
C5orf4	1.88331	1.94062	2.25168	2.31772	2.30622	2.26983
C5orf42	6.84369	7.11577	7.44728	7.38772	7.20957	7.60368
C5orf45	14.6523	14.7587	13.4073	14.0269	14.451	13.5763
C5orf46	0	0	0	0	0	0.164979
C5orf47	0.0858589	0.0704979	0.0729944	0.134139	0.0845684	0.0963817
C5orf48	0	0	0	0	0	0
C5orf49	0	0	0.0129297	0.0259204	0.0128399	0.0256085
C5orf51	34.2329	34.1392	34.4376	32.4456	30.788	32.3781
C5orf52	0	0	0	0	0	0
C5orf54	7.79899	8.16153	7.25881	7.46056	7.80011	7.01673
C5orf55	10.8915	9.97051	10.4833	11.0885	9.79578	10.9155
C5orf56	5.53057	5.11682	4.4072	4.18262	4.37658	4.82875
C5orf58	0.185491	0.0888443	0.183981	0.0922076	0.0913514	0.182196
C5orf60	0.0286792	0.0549458	0	0	0	0
C5orf63	1.90814	2.41626	2.20236	2.1901	1.9932	1.52878
C5orf64	0.143912	0.196941	0.152936	0.163517	0.161998	0.100968
C6	0.137392	0.0464445	0.112224	0.0723102	0.0397943	0.047623
C6orf1	16.6555	16.8912	21.503	21.038	21.9444	19.643
C6orf10	0	0	0	0	0	0
C6orf106	34.3498	33.2298	31.1348	31.3657	31.5495	31.8213
C6orf118	0.0347747	0.033312	0.0172458	0.0691461	0.102756	0.034157
C6orf120	15.1119	14.7181	15.3752	15.892	15.4318	15.4953
C6orf123	0.334202	0.301313	0.233987	0.351809	0.251725	0.154478
C6orf132	0.39145	0.23749	0.271784	0.363235	0.312737	0.290509
C6orf136	13.962	13.0468	14.082	16.2841	16.7487	15.3509
C6orf141	0	0	0	0	0	0
C6orf147	0.183386	0.263508	0.3366	0.430574	0.33868	0.292709
C6orf15	0	0.0292109	0	0	0	0
C6orf163	0.542619	0.569299	0.410059	0.282581	0.381759	0.22842
C6orf164	0.524852	0.663664	0.603873	0.438319	0.392892	0.412424
C6orf165	0.381711	0.325027	0.322514	0.534108	0.306349	0.41659
C6orf170	4.76045	4.74262	3.99484	3.84938	3.64313	3.90508
C6orf195	0.0152356	0.0145948	0.0755581	0.0302946	0	0.0598601
C6orf201	0.471575	0.338743	0.526108	0.761804	0.793497	0.424522
C6orf203	16.2638	16.1555	18.0503	18.8458	17.0016	19.2702
C6orf211	67.5494	68.6072	52.5302	50.6369	53.9392	53.542
C6orf222	0.193266	0.192851	0.0798721	0.0880667	0.103112	0.087007
C6orf223	1.2044	1.27477	0.868794	1.12298	1.2027	1.10392
C6orf226	18.4354	17.4255	17.3953	20.5993	18.4797	22.7551
C6orf25	0.206603	0.303473	0.204858	0.164321	0.217065	0.202933
C6orf47	12.4317	10.3617	11.809	11.8369	11.9612	11.6329
C6orf48	64.4841	62.2755	83.0242	85.2979	84.634	80.4737
C6orf52	0.0589247	0.137611	0.135083	0.0842378	0.0834529	0.166451
C6orf57	22.724	23.0387	25.4331	26.1085	28.2175	29.1815
C6orf58	0.0570134	0	0.0282747	0	0	0
C6orf62	86.9866	88.7916	81.8769	80.8737	80.8883	79.1249
C6orf7	0	0	0	0	0	0
C6orf70	4.64221	4.81026	5.08593	5.1281	6.17129	4.88758
C6orf89	21.0137	20.9661	23.1647	24.1737	23.5728	24.3948
C6orf99	0.196297	0.06268	0.129799	0.0650528	0.128897	0
C7	3.71017	3.5112	4.12423	4.00037	4.51469	4.59016
C7orf10	0.916948	0.717495	0.909485	0.911632	0.70963	0.900662
C7orf13	4.55437	4.81998	4.2468	5.49049	4.99628	4.58062
C7orf25	45.2958	47.882	52.7947	53.3101	51.4946	51.6421
C7orf26	11.2451	11.9513	10.7906	12.1887	10.4371	12.1891
C7orf29	0.436606	0.265226	0.369679	0.359964	0.419555	0.355632
C7orf31	1.04384	1.23991	1.18443	1.20383	1.12685	1.09091
C7orf33	0	0	0	0.0245729	0	0.0242772
C7orf34	0	0	0	0.100151	0	0.0494728
C7orf41	1.65244	1.51981	1.78982	1.65798	1.65756	1.77246
C7orf43	10.3634	10.0454	8.70419	10.3155	10.2561	9.88915
C7orf45	0.0298533	0.0571952	0.0296103	0	0	0
C7orf49	47.1446	48.5345	46.6794	50.2565	49.846	47.9251
C7orf50	56.7004	54.2056	46.0575	53.9449	52.9973	51.8436
C7orf53	1.72922	1.54317	2.15956	1.91879	2.01609	1.80777
C7orf55	17.2755	16.7169	15.7504	19.8258	21.5125	19.2777
C7orf55-LUC7L2	31.5879	34.0562	40.9085	38.2758	36.1223	36.0763
C7orf57	0.6915	0.6989	1.29978	1.31208	1.06785	1.06631
C7orf60	7.56125	7.56383	7.45443	7.0107	7.03551	7.64363
C7orf61	0.106563	0.10208	0.176159	0	0.139948	0.0697799
C7orf62	0	0	0	0	0	0
C7orf63	0.653592	0.618722	0.642521	0.588633	0.575593	0.604208
C7orf65	0	0.0100616	0	0.0104425	0	0.0206337
C7orf66	0	0	0	0	0	0
C7orf69	0	0	0	0.123029	0.0609433	0
C7orf71	0.0159089	0.0152398	0	0.0158167	0.0156698	0
C7orf72	0.0236869	0.0453811	0	0	0.0233309	0.0232662
C7orf73	58.3998	60.8824	58.4777	57.9503	58.0714	55.1469
C7orf76	0	0.0220172	0	0.0114202	0	0
C8A	0	0	0	0	0	0
C8B	0	0	0	0	0	0
C8G	0.464393	0.849278	0.586235	0.587619	0.457413	0.663483
C8orf12	0	0.0534894	0.0553835	0.0555143	0.0549988	0.0274231
C8orf22	0	0.0255859	0	0	0.0269325	0
C8orf31	4.44036	4.61213	3.77987	4.36388	3.41846	4.11084
C8orf33	19.6655	19.5381	20.7092	19.0829	19.4511	19.0269
C8orf34	0	0	0	0	0.00723704	0
C8orf37	2.20722	1.97686	2.42954	2.07846	2.11218	2.0182
C8orf4	50.518	52.8182	43.148	39.7104	42.4719	40.2731
C8orf40	35.1132	34.5398	44.2182	42.3556	46.404	45.7261
C8orf42	0.918676	1.07751	1.05135	1.19135	1.17455	1.28337
C8orf44	2.56181	2.37157	2.00486	2.08597	2.63831	2.33989
C8orf44-SGK3	0.807403	0.693302	0.609866	1.08062	0.929063	1.00624
C8orf46	0.156949	0.0751735	0.138374	0.104026	0.128825	0.085645
C8orf47	0.216775	0.138522	0.143118	0.0720114	0.0713166	0.0711188
C8orf48	0	0	0.0227	0	0	0.0449596
C8orf56	0.194365	0.186189	0	0.0966189	0.0957217	0.0954563
C8orf58	1.10926	1.29145	1.18426	1.32433	1.20003	1.18619
C8orf59	55.3848	56.0324	56.3443	54.8641	51.644	55.6869
C8orf69	0	0.0863111	0	0	0	0
C8orf74	0	0	0	0	0	0
C8orf76	27.106	26.3342	25.6683	24.8063	26.3035	23.6798
C8orf82	5.19328	5.17837	4.03711	5.13794	5.60175	5.18562
C8orf86	0.041687	0.0399336	0.0551302	0.0414453	0.0136868	0.0272977
C8orf87	0	0	0	0	0	0
C9	0.0914216	0.0656821	0.19269	0.0681686	0.135071	0.123472
C9orf106	0	0	0	0	0	0
C9orf114	15.7639	15.6013	14.8618	16.5936	16.6591	15.8739
C9orf116	27.8228	27.1492	27.0064	27.7173	24.8448	26.6921
C9orf117	1.68542	1.52483	1.24449	1.47085	1.89988	1.52673
C9orf123	10.1915	9.91795	10.8253	10.2315	10.8359	10.5856
C9orf129	0.239329	0.0859733	0.0593452	0.0892279	0.0589329	0.146924
C9orf131	0.104987	0.0822845	0.19216	0.168534	0.0966718	0.0634301
C9orf135	0.439124	0.126196	0.740435	0.436578	0.951552	0.431325
C9orf139	0.0157488	0.0301727	0.054672	0.0234862	0.0232681	0.015469
C9orf142	67.1923	69.3345	53.7612	62.4359	67.8392	61.96
C9orf152	0.231909	0.188831	0.299027	0.242092	0.217002	0.125284
C9orf153	0.103927	0.0664717	0.136425	0.0821659	0.0341105	0.0680608
C9orf156	9.16676	9.13999	10.0307	8.68243	8.6018	9.33312
C9orf16	148.548	136.259	151.102	158.449	167.091	157.968
C9orf163	1.36818	1.44859	1.45227	1.83753	1.74954	1.72111
C9orf169	2.49078	2.63985	2.10256	2.47634	2.71434	2.81092
C9orf170	0	0	0	0	0	0
C9orf171	0.825038	0.618523	0.818323	0.998571	0.759639	0.968938
C9orf172	3.32602	3.09623	3.38168	3.711	3.98463	3.69707
C9orf173	0.632143	0.797712	0.959402	1.08486	1.37613	1.01517
C9orf174	0.63209	0.238068	0.903355	1.14167	1.25908	1.30635
C9orf24	0.353055	0.394568	0.395022	0.325122	0.193271	0.462792
C9orf3	11.4918	10.6576	6.75506	8.16364	8.06717	7.93187
C9orf37	27.1038	26.2692	25.4148	27.1278	28.4239	26.1974
C9orf40	22.734	22.3427	23.2137	24.5612	25.1781	23.818
C9orf41	23.3417	23.1541	22.2585	21.2595	20.9353	20.5684
C9orf43	1.03464	1.18343	1.17939	1.16682	1.1712	1.16795
C9orf47	1.1308	1.20174	1.55721	1.34705	1.43271	1.42971
C9orf50	0	0.134616	0.0796474	0.159671	0.0197735	0.118312
C9orf53	0.137841	0.462152	0.341799	0.342605	0.339424	0.406179
C9orf57	0	0	0	0.0218566	0.0216536	0
C9orf62	0	0	0	0	0	0
C9orf64	1.01496	1.20033	1.30498	1.08382	1.09844	1.21847
C9orf66	0.165176	0.253166	0.240287	0.26275	0.379619	0.302853
C9orf69	25.435	23.8425	20.4412	23.5027	23.459	21.9493
C9orf72	6.53087	6.2308	10.0924	9.04354	10.0582	10.4214
C9orf78	70.0664	70.1732	72.0991	72.8297	66.9661	67.8877
C9orf84	4.32183	5.01615	3.41768	2.87516	3.29889	3.09985
C9orf85	10.4892	10.6606	11.6979	10.5046	9.87792	11.1824
C9orf89	24.4874	23.4574	24.529	27.3233	26.9499	26.6764
C9orf9	6.23236	6.39289	7.43984	7.34774	8.366	7.74689
C9orf91	12.4917	11.9531	13.6942	12.8891	12.4861	12.8483
C9orf92	0	0	0.175083	0	0	0
C9orf96	0.254012	0.253854	0.262851	0.406174	0.271898	0.238628
CA1	0	0	0	0	0	0.0281184
CA10	0	0	0	0	0	0
CA11	13.8505	15.3539	14.9247	15.8377	18.763	16.9189
CA12	4.91529	4.60116	3.99386	3.86827	3.85065	4.04394
CA13	1.88473	1.9845	1.91573	1.70345	1.81037	1.66001
CA14	0.684334	0.566961	0.880558	0.680366	0.838005	0.981018
CA2	0.330546	0.260765	0.44357	0.405954	0.268123	0.305577
CA3	0.18376	0.211237	0.346302	0.0913472	0.144798	0.144397
CA4	0.209413	0.171947	0.296726	0.297426	0.265198	0.323232
CA5A	0.129176	0.154678	0.160156	0.192641	0.095426	0.126882
CA5B	0.790439	0.78991	0.788845	0.761601	0.773753	0.848289
CA5BP1	6.8703	5.75435	5.95812	5.97218	7.65277	6.3243
CA6	0	0	0	0	0	0
CA7	0.0843481	0.161602	0.0836615	0.0419287	0.103851	0
CA8	0.0137081	0	0	0	0	0.0269293
CA9	2.67415	4.53838	3.11185	4.60552	2.07398	5.74967
CAAP1	17.0264	17.6014	16.9408	15.8366	16.1965	16.5213
CAB39	18.9158	19.6875	19.9248	20.3115	20.413	20.6194
CAB39L	1.87593	1.61118	1.50928	1.48067	1.65978	1.7986
CABIN1	10.0434	9.81795	10.2678	10.695	10.4309	10.7041
CABLES1	0.790543	0.596555	1.47117	1.3844	1.55067	1.25776
CABLES2	4.56569	4.08461	3.6307	3.82084	3.97306	3.61108
CABP1	1.81286	1.51549	1.32118	1.42609	1.16398	1.08401
CABP2	0	0	0	0	0	0
CABP4	0.126674	0.171312	0.140425	0.12594	0.13211	0.175658
CABP5	0.0175051	0	0	0.0522107	0	0
CABP7	1.56709	1.57966	0.985425	1.22196	0.96849	0.895382
CABS1	0	0	0	0	0.0208945	0
CABYR	0.179497	0.200635	0.304938	0.327139	0.0884905	0.10518
CACFD1	8.25355	7.86173	8.17006	9.00081	8.50181	8.54764
CACHD1	9.75904	8.96709	7.30977	7.29915	7.18165	7.07359
CACNA1A	0.0269945	0.0420209	0.0636247	0.0301927	0.0299123	0.0331438
CACNA1B	0.0474654	0.0376767	0.0411941	0.0541433	0.0350639	0.0594355
CACNA1C	1.64958	1.67223	4.15798	3.96802	3.79396	3.94351
CACNA1C-AS1	0.0561312	0.120983	0.069597	0.125563	0.0691094	0.0689411
CACNA1C-AS4	0	0	0	0	0	0
CACNA1C-IT3	0	0	0	0	0	0
CACNA1D	11.057	11.5366	10.1456	9.75462	9.92757	10.3494
CACNA1E	0	0.00184988	0	0.00192002	0	0.00379666
CACNA1F	0	0	0	0	0	0.00497854
CACNA1G	3.68552	3.49782	4.33032	4.60732	4.29669	4.51721
CACNA1G-AS1	0.138781	0.022176	0	0.0460148	0.0228099	0.0454349
CACNA1H	5.62364	5.46674	7.80923	8.34349	7.98534	7.65616
CACNA1I	2.34534	2.28486	1.66464	1.60155	1.42571	1.29779
CACNA1S	0.004768	0	0	0	0	0
CACNA2D1	14.9088	15.9455	13.7429	13.5722	13.1055	13.5324
CACNA2D2	0.454302	0.461731	0.791345	0.727157	0.801334	0.777368
CACNA2D3	0.851961	0.925988	0.723147	0.57011	0.524472	0.732225
CACNA2D3-AS1	0.0455118	0.101727	0.10533	0.0452479	0.0597703	0.0447035
CACNA2D4	0.00553335	0.0106012	0.0164649	0.0110025	0	0
CACNB1	2.74076	3.12409	2.64544	2.75164	2.74935	2.84091
CACNB2	3.51594	3.43341	4.18944	3.78309	4.29642	4.13824
CACNB3	4.96514	5.45002	5.43643	5.25673	4.87793	5.22898
CACNB4	0.859643	0.868457	1.16854	0.923935	0.974007	1.07041
CACNG1	0.0255145	0	0	0	0.0502619	0
CACNG2	0.605705	0.624375	0.522413	0.45819	0.447451	0.530279
CACNG3	0	0	0	0	0	0
CACNG4	0.467139	0.388388	0.332204	0.306699	0.277807	0.311666
CACNG5	0.0787098	0	0	0.0391267	0	0
CACNG6	0	0	0	0	0	0
CACNG7	0.438216	0.445225	0.645388	0.660114	0.693223	0.586954
CACNG8	0.51986	0.484457	0.475212	0.488751	0.468634	0.532696
CACTIN	11.5328	10.6424	9.6747	10.5992	10.4364	9.73059
CACTIN-AS1	0.266156	0.414311	0.197992	0.396919	0.409618	0.375804
CACUL1	14.0269	14.3871	14.1198	14.071	13.6189	14.1239
CACYBP	54.606	52.8043	51.4185	47.3819	49.5695	48.7671
CAD	22.0566	22.4901	19.1644	19.6314	20.2443	19.201
CADM1	49.9196	49.4159	50.4027	44.0332	47.2745	46.7143
CADM2	0.923333	0.952645	1.11765	1.07239	1.06587	1.12589
CADM2-AS2	0	0	0	0	0	0
CADM3	0.322052	0.288185	0.512773	0.471853	0.484167	0.324658
CADM4	16.5074	15.012	17.231	17.9023	17.5089	17.4887
CADPS	0.593186	0.713279	0.371978	0.398799	0.3915	0.515711
CADPS2	5.75655	5.62632	4.41961	4.55518	4.78617	5.03641
CAGE1	0.0594405	0.0617365	0.0589581	0.0854319	0.0487889	0.10704
CAHM	2.74962	3.15278	2.93385	3.47923	3.98037	3.92842
CALB1	26.3667	26.8729	22.1045	18.9498	18.9543	20.5939
CALB2	1.30226	1.209	1.03114	1.33937	0.950953	1.10271
CALCA	0.0399072	0.04773	0.0494206	0.0495373	0.0490768	0.078397
CALCB	0.0687242	0.0329167	0.0681648	0.102489	0	0.0337518
CALCOCO1	19.6158	19.938	22.0281	22.2803	22.848	22.7424
CALCOCO2	21.575	20.6921	24.5156	24.311	24.3079	24.8145
CALCR	0.0252809	0	0.0417977	0.0838016	0.0581137	0.0331119
CALCRL	1.14648	1.18329	1.05218	0.937856	0.913192	0.840149
CALD1	33.2073	34.058	33.6137	31.1025	30.4465	31.7802
CALHM1	0.0498476	0.00955017	0.0395534	0.0297351	0.00981966	0.0195849
CALHM2	0.819973	0.796088	0.882753	1.04101	0.807863	0.702775
CALHM3	0.0392636	0.0376121	0	0	0.0193367	0
CALM1	156.168	148.745	159.184	156.839	158.057	160.018
CALM2	533.951	526.048	651.255	585.055	582.095	588.821
CALM3	462.139	455.569	494.055	515.784	523.763	530.138
CALML3	0	0	0	0	0	0
CALML4	4.51614	4.40527	4.4279	4.29388	4.2975	4.37577
CALML5	0	0	0	0	0	0
CALML6	0	0	0	0	0	0.0311197
CALN1	4.2882	4.35158	4.35319	4.34837	4.76546	4.69505
CALR	395.205	390.435	391.806	389.701	389.511	382.28
CALR3	0.0522476	0.05005	0.129556	0.0259723	0.0771935	0.0769795
CALU	148.79	146.458	184.96	174.473	173.978	178.363
CALY	0.0364776	0.41932	0.253265	0.326395	0.359294	0.286638
CAMK1	1.39037	1.39531	1.26962	1.55784	1.71727	1.64748
CAMK1D	1.23717	1.24494	1.24098	1.19335	1.25985	1.35195
CAMK1G	0.276033	0.30048	0.174228	0.361752	0.395468	0.382047
CAMK2A	0.0060812	0	0.00603153	0.0181636	0.0119931	0
CAMK2B	1.17075	1.17753	1.3692	1.30108	1.30034	1.5292
CAMK2D	11.2479	11.1562	14.1617	13.549	14.2506	14.5424
CAMK2G	18.2707	18.4656	18.6229	19.5383	18.9564	19.1728
CAMK2N1	13.7983	14.0171	27.8974	25.8042	24.9385	26.079
CAMK2N2	31.3251	29.4893	29.8019	35.9837	33.494	34.6329
CAMK4	1.40966	1.83169	1.79965	1.59575	1.44346	1.4943
CAMKK1	9.60251	9.47061	8.79028	9.29624	9.43011	9.04951
CAMKK2	11.9815	12.3225	12.2995	12.4561	13.0919	12.7601
CAMKMT	3.64004	3.16444	3.13041	3.55618	3.62678	3.43072
CAMKV	0.986697	0.974129	1.35815	1.05105	1.37846	1.35486
CAMLG	21.0787	21.8626	20.3537	19.0564	20.9268	21.4306
CAMP	0	0	0	0	0	0
CAMSAP1	17.0155	16.8463	16.1364	16.1935	16.1299	16.3673
CAMSAP2	20.5508	21.2072	22.8382	21.3138	19.9754	21.0026
CAMSAP3	8.15531	8.25496	6.7421	7.59833	6.94317	7.76696
CAMTA1	35.2142	35.5629	34.5713	37.87	34.6788	36.4417
CAMTA2	9.64625	9.65371	10.1371	10.9595	11.1653	10.2189
CAND1	102.129	103.769	98.0195	93.1953	93.3857	94.2285
CAND2	0.997971	0.944896	0.758623	0.844001	0.861003	0.899688
CANT1	26.1127	24.1464	24.5152	25.0012	23.664	24.8614
CANX	249.5	244.166	287.95	266.028	264.416	272.572
CAP1	83.6858	81.6882	86.3524	83.995	81.5779	83.8941
CAP2	18.3409	18.8334	15.9639	14.5797	15.4462	14.7901
CAPG	0.338365	0.224399	0.516326	0.46579	0.435827	0.17896
CAPN1	33.9852	32.6884	31.2683	34.4214	35.9882	34.4559
CAPN10	3.97351	4.17473	3.63004	3.98536	4.24106	4.08605
CAPN11	0	0	0	0	0.0221909	0
CAPN12	46.9124	43.1606	55.1983	43.2095	42.4253	46.0696
CAPN13	0	0	0	0	0	0
CAPN14	0	0	0.00779518	0.00781358	0	0
CAPN2	69.6071	68.769	69.416	68.0576	65.0372	63.6608
CAPN3	1.88735	1.91531	1.96614	1.90768	2.17234	1.79603
CAPN5	5.11505	4.56804	5.14753	5.19345	5.44631	5.77149
CAPN6	0.00838515	0.00803246	0	0	0.00825912	0.0164724
CAPN7	39.2792	39.7988	37.7877	37.3881	36.9534	36.804
CAPN8	0.584483	0.47376	0.624319	0.521494	0.546175	0.441616
CAPN9	0.01247	0	0.0247386	0	0	0
CAPNS1	242.57	225.428	257.619	276.587	271.888	274.516
CAPNS2	0.0706008	0.0676312	0	0.105287	0	0.0693469
CAPRIN1	51.7586	49.9299	48.4477	47.2593	47.7127	47.3406
CAPRIN2	14.1399	16.1127	15.4465	15.2289	14.6318	15.0607
CAPS	3.04432	3.20231	3.71253	4.19081	3.80638	3.94921
CAPS2	3.66601	4.32983	4.36633	4.42055	4.01696	5.13381
CAPSL	0.185231	0.0354808	0.0734838	0	0.0729733	0.109161
CAPZA1	97.1697	94.3391	96.1452	88.1573	88.9398	92.008
CAPZA2	85.2665	86.0589	87.3767	83.0514	86.2231	84.7512
CAPZA3	0	0	0	0.0323271	0.0320269	0
CAPZB	96.8879	90.213	87.7222	87.4666	94.8652	90.1639
CARD10	6.59496	6.05218	6.25123	6.48021	5.67722	5.66904
CARD11	0.0342014	0.0393154	0.033923	0.0612056	0.0404248	0.0335939
CARD14	1.1908	1.55133	1.26738	1.36875	1.19358	1.36417
CARD16	0.496695	1.00508	0.458872	0.230042	0.551627	0.852279
CARD17	0	0	0	0	0	0
CARD18	0	0	0	0	0	0
CARD6	11.482	11.9786	10.2801	9.68714	9.6979	10.123
CARD8	16.8577	18.6374	20.0141	19.6582	18.0837	19.8974
CARD9	0.488894	0.667019	0.455454	0.500789	0.3794	0.363796
CARHSP1	33.577	33.1368	30.1256	32.7745	32.1941	32.9348
CARKD	1.47135	1.80984	1.24033	1.64821	1.63332	1.35388
CARM1	22.7031	21.5905	22.4673	24.3305	23.6182	22.8455
CARNS1	0.281445	0.37891	0.331978	0.332752	0.329662	0.276445
CARS	8.69274	9.50897	10.1491	9.82237	9.43545	9.52356
